"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Mach_Number"
269, 4.427736903019488e-01, 4.572112688081632e-02, 1.437080526461234e+05, 2.390218329766220e-02, 2.585592233888050e+00
270, 4.477610306747382e-01, 4.563941257949953e-02, 1.421483387678278e+05, 2.302257305999947e-02, 2.592547766057610e+00
271, 4.527482241539443e-01, 4.554919738068276e-02, 1.403709679152458e+05, 2.202021383257317e-02, 2.600643316379744e+00
272, 4.577352586253377e-01, 4.545055058391909e-02, 1.387449441682744e+05, 2.110320773650527e-02, 2.608122905603695e+00
273, 4.627221375014497e-01, 4.534433896013123e-02, 1.372720905924792e+05, 2.027258290083776e-02, 2.615086444677517e+00
274, 4.677088700031422e-01, 4.523145589471553e-02, 1.360429641176405e+05, 1.957940946326345e-02, 2.621119030558840e+00
275, 4.726954684370696e-01, 4.511279449139809e-02, 1.350174383206189e+05, 1.900105788057887e-02, 2.626021955455444e+00
276, 4.776819482586376e-01, 4.498924757342760e-02, 1.341632775193939e+05, 1.851934864158127e-02, 2.630342033448434e+00
277, 4.826683276841772e-01, 4.486170770446717e-02, 1.333772714470108e+05, 1.807607568122990e-02, 2.634277286783764e+00
278, 4.876546267977099e-01, 4.473106723254689e-02, 1.326179012921489e+05, 1.764782421043963e-02, 2.638218979562838e+00
279, 4.926408676469887e-01, 4.459821831680449e-02, 1.318529849665553e+05, 1.721644494254294e-02, 2.641972042795607e+00
280, 4.976270732555844e-01, 4.446405298838129e-02, 1.311549378977773e+05, 1.682277700343437e-02, 2.645478329053086e+00
281, 5.026132627457912e-01, 4.432929104594580e-02, 1.304703740271444e+05, 1.643671299687393e-02, 2.648816920074459e+00
282, 5.075994191300838e-01, 4.419330955978180e-02, 1.298374336933170e+05, 1.607976240150406e-02, 2.652120714385201e+00
283, 5.125855232713606e-01, 4.405542817259889e-02, 1.291735130005682e+05, 1.570534024211664e-02, 2.655502946244048e+00
284, 5.175715578393367e-01, 4.391505243507282e-02, 1.284205720549355e+05, 1.528071456342632e-02, 2.659271261902462e+00
285, 5.225575044131568e-01, 4.377158801415876e-02, 1.275416748201415e+05, 1.478505506052887e-02, 2.663699196635632e+00
286, 5.275433436361169e-01, 4.362444071349474e-02, 1.266498050317499e+05, 1.428207960621759e-02, 2.668116224444723e+00
287, 5.325290547941929e-01, 4.347301651267170e-02, 1.257272653844457e+05, 1.376180769627899e-02, 2.672780250196001e+00
288, 5.375146154969989e-01, 4.331672160753326e-02, 1.247019751270783e+05, 1.318358894763148e-02, 2.677957922320264e+00
289, 5.425000019880574e-01, 4.315496243432452e-02, 1.236142116684832e+05, 1.257013805279091e-02, 2.683595267787138e+00
290, 5.474851880132368e-01, 4.298714574392946e-02, 1.224447374464350e+05, 1.191060587018295e-02, 2.689744932414123e+00
291, 5.524701548735216e-01, 4.281293441291683e-02, 1.213543095639024e+05, 1.129565235707017e-02, 2.695655566492156e+00
292, 5.574549372080680e-01, 4.263351958884000e-02, 1.203413272137688e+05, 1.072437472843045e-02, 2.701110783843665e+00
293, 5.624395383977573e-01, 4.244914194452357e-02, 1.194312716521158e+05, 1.021114329540207e-02, 2.705987214523629e+00
294, 5.674239537030542e-01, 4.225980220412848e-02, 1.185954132477989e+05, 9.739755805744712e-03, 2.710514548588300e+00
295, 5.724081778741120e-01, 4.206550113084230e-02, 1.177813009403689e+05, 9.280632161217522e-03, 2.714946299081618e+00
296, 5.773922063534868e-01, 4.186623948073675e-02, 1.169867837323860e+05, 8.832559293580622e-03, 2.719309642860817e+00
297, 5.823760339734239e-01, 4.166201805334533e-02, 1.161683784646754e+05, 8.371014607691166e-03, 2.723739991104796e+00
298, 5.873596559505810e-01, 4.145283765245507e-02, 1.153769410641378e+05, 7.924678616411322e-03, 2.728147224428320e+00
299, 5.923430674065476e-01, 4.123869910503129e-02, 1.145595631564170e+05, 7.463713316508840e-03, 2.732680750167737e+00
300, 5.973262632463462e-01, 4.101960326709162e-02, 1.137591812771627e+05, 7.012333031426554e-03, 2.737228035448593e+00
301, 6.023092209232289e-01, 4.079518976584314e-02, 1.128864588218490e+05, 6.520155833406803e-03, 2.742128064108407e+00
302, 6.072918540281018e-01, 4.056363380563186e-02, 1.119653828305201e+05, 6.000709361260517e-03, 2.747266409595102e+00
303, 6.122741981908227e-01, 4.032594611741577e-02, 1.110774875027162e+05, 5.499975328450137e-03, 2.752411868044979e+00
304, 6.172562993226688e-01, 4.008321297430469e-02, 1.103002777652808e+05, 5.061663115311140e-03, 2.757001586918779e+00
305, 6.222381900916748e-01, 3.983620050244914e-02, 1.096370060693330e+05, 4.687606961662528e-03, 2.760878537695926e+00
306, 6.272198948571533e-01, 3.958546441606006e-02, 1.090765805019127e+05, 4.371551514948460e-03, 2.764325441047649e+00
307, 6.322014317007156e-01, 3.933141189457195e-02, 1.086119030808841e+05, 4.109493824473758e-03, 2.767459183612996e+00
308, 6.371828136808407e-01, 3.907433608130496e-02, 1.081632641847225e+05, 3.856481158773422e-03, 2.770469833181134e+00
